Time,Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP
15/05/1917 01:42,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","MSAFD Irda [IrDA]",enabled,"Network Providers",System-wide,"Microsoft Windows Sockets 2.0 Service Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\mswsock.dll",10.0.17763.292,"%SystemRoot%\system32\mswsock.dll",CDC18221A46F3752BC17BCE554A8A554,72D6C960173B252DF38BE2A5FA896DEA2410AFD2,6FA640ABC5C43F1AFC2A2ADCD7249B8525A4BEE5,897A90582E34012503E816AAD811EE71967507B467999587F88B22236D709D98,6DF27427C315A8E8F4CBB94433A22C03EA57E58F4C88B133A685776E1F1D40F5,E5E26C86BC73F56D7EDD17D98802AA21
15/05/1917 01:42,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","MSAFD L2CAP [Bluetooth]",enabled,"Network Providers",System-wide,"Microsoft Windows Sockets 2.0 Service Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\mswsock.dll",10.0.17763.292,"%SystemRoot%\system32\mswsock.dll",CDC18221A46F3752BC17BCE554A8A554,72D6C960173B252DF38BE2A5FA896DEA2410AFD2,6FA640ABC5C43F1AFC2A2ADCD7249B8525A4BEE5,897A90582E34012503E816AAD811EE71967507B467999587F88B22236D709D98,6DF27427C315A8E8F4CBB94433A22C03EA57E58F4C88B133A685776E1F1D40F5,E5E26C86BC73F56D7EDD17D98802AA21
15/05/1917 01:42,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","MSAFD RfComm [Bluetooth]",enabled,"Network Providers",System-wide,"Microsoft Windows Sockets 2.0 Service Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\mswsock.dll",10.0.17763.292,"%SystemRoot%\system32\mswsock.dll",CDC18221A46F3752BC17BCE554A8A554,72D6C960173B252DF38BE2A5FA896DEA2410AFD2,6FA640ABC5C43F1AFC2A2ADCD7249B8525A4BEE5,897A90582E34012503E816AAD811EE71967507B467999587F88B22236D709D98,6DF27427C315A8E8F4CBB94433A22C03EA57E58F4C88B133A685776E1F1D40F5,E5E26C86BC73F56D7EDD17D98802AA21
15/09/2018 08:36,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64,,,"Network Providers",System-wide,,,,,,,,,,,
28/10/2036 15:20,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","E-mail Naming Shim Provider",enabled,"Network Providers",System-wide,"E-mail Naming Shim Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\napinsp.dll",10.0.17763.1,"%SystemRoot%\system32\napinsp.dll",9A2DF1905A6AC59527FED7D0DFEBA42D,B3381CBB3C3F59E1F2846DF1EF3219DC698E5AD5,8454F316B5368F1BA886BF7A1867AED04E1A1E19,CF8C17C9464359CAE0AE66D8B6D7304288FCE480FD4161B9457AF1DAB941481E,5A828AC88A31C65D3A78EB18D8DE8D5EDC6D9C7112B8A14C9549081D5ED7E9FB,245E1B1597722D5672F6E6D8FEB5121F
05/10/2033 20:01,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","PNRP Cloud Namespace Provider",enabled,"Network Providers",System-wide,"PNRP Name Space Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pnrpnsp.dll",10.0.17763.1,"%SystemRoot%\system32\pnrpnsp.dll",A792B49B96CE0C33D5BBDF3D3EDC1751,DDFA096C3230626C781E6B19C5121B41191C818C,E0B6F811F9E94D1EF82891E6318267AB1C137205,0A4ED392D0C842F8CAE2137DBE4DF66A7A021B6478B0C64A4C1D7DF65CEBAAD2,95EC8B1120C796147C575FDAAB2A2F137157296DFDB99C4FFD7C1D13B7412DCA,F1136EAC0F92127A1F9879204AD29CA4
05/10/2033 20:01,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","PNRP Name Namespace Provider",enabled,"Network Providers",System-wide,"PNRP Name Space Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pnrpnsp.dll",10.0.17763.1,"%SystemRoot%\system32\pnrpnsp.dll",A792B49B96CE0C33D5BBDF3D3EDC1751,DDFA096C3230626C781E6B19C5121B41191C818C,E0B6F811F9E94D1EF82891E6318267AB1C137205,0A4ED392D0C842F8CAE2137DBE4DF66A7A021B6478B0C64A4C1D7DF65CEBAAD2,95EC8B1120C796147C575FDAAB2A2F137157296DFDB99C4FFD7C1D13B7412DCA,F1136EAC0F92127A1F9879204AD29CA4
15/05/1917 01:42,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","Tcpip",enabled,"Network Providers",System-wide,"Microsoft Windows Sockets 2.0 Service Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\mswsock.dll",10.0.17763.292,"%SystemRoot%\System32\mswsock.dll",CDC18221A46F3752BC17BCE554A8A554,72D6C960173B252DF38BE2A5FA896DEA2410AFD2,6FA640ABC5C43F1AFC2A2ADCD7249B8525A4BEE5,897A90582E34012503E816AAD811EE71967507B467999587F88B22236D709D98,6DF27427C315A8E8F4CBB94433A22C03EA57E58F4C88B133A685776E1F1D40F5,E5E26C86BC73F56D7EDD17D98802AA21
10/12/1917 19:35,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","NTDS",enabled,"Network Providers",System-wide,"LDAP RnR Provider DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\winrnr.dll",10.0.17763.1,"%SystemRoot%\System32\winrnr.dll",0C0EDC90F6D3F80EE82DAC1586F432AF,C7E2F025690FD199DE7B7C56ADBF235CCBCAE493,B0C0949982A2B9DC0B54F2870CA95E73598A2E18,28F26C604E38F4A174EF3956F16B9A2C7BBD17309A1C1C23C9BA4BDE469052B5,31BE5043828B12A361262398C06AD7D45915F4928C6DE64203EA9F136A691441,C4ECC2B1C9A2FA6DFF891B5094DA20A9
30/10/1958 08:22,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","Network Location Awareness Legacy (NLAv1) Namespace",enabled,"Network Providers",System-wide,"Network Location Awareness 2","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\nlaapi.dll",10.0.17763.134,"%SystemRoot%\system32\NLAapi.dll",7FC7B6767D7AE919B26FB1F393F2F11B,11AB5830710A183A5DD63EAA7CFAE93959E38C8A,8A80745B5DFF018F8F9C02B77FB770468E5433FD,AA7CEDDFA99ED6AC27086E4BFFE5EEE0FD98695EAE3AC868E3613769760A02E4,98151F9F099B42C1765D44BDAE7574D09F826CE701A91CB2947492CA1357D154,6D4C4EF38EFC59715BE4026CFB8A1236
13/08/1980 21:13,"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries64","Bluetooth Namespace",enabled,"Network Providers",System-wide,"Windows Sockets Helper DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wshbth.dll",10.0.17763.1,"%SystemRoot%\system32\wshbth.dll",78AA5FEDC6ECA8269093F4D1EE2A27B3,C3192EEA4B38A8CF87F473AF27D671257C4390EA,CC3074414E0F2EA153849258E0F2E7AE061E9AEB,633247CFD1CEBB4077C799F466B77119C827E88B79CBB7AF97DC939DC69A65C0,FE00144C4DEDB9537E883F71F47FCF404023424D51334E78B02B26918E61567A,5962EB683BA24539103F0527FFB20DA9
15/09/2018 08:34,HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms,,,"Logon",System-wide,,,,,,,,,,,
16/03/1986 14:17,"HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms","rdpclip",enabled,"Logon",System-wide,"RDP Clipboard Monitor","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rdpclip.exe",10.0.17763.1,"rdpclip",71868F88F721FBED7FE1A29A8D519460,D4083FD757CA4C5A3D507A36FA56B3E088357C6E,FE0B6F861914D7665A0F84AA2D48D27C36EA65D7,35668AEBE50F415F023DDD0D6E76E139D8E81B43936C783D22CF51930F0159D2,E78EE0B4F95BE14B6256395F6A58221078825F6505B334BC8EA70B9A46E9CBA5,DEA5CEE094137B74CE39DB1A047DFD07
06/10/2023 18:24,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit,,,"Logon",System-wide,,,,,,,,,,,
31/12/1958 12:49,"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit","C:\Windows\system32\userinit.exe",enabled,"Logon",System-wide,"Userinit Log-on Application","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\userinit.exe",10.0.17763.1,"C:\Windows\system32\userinit.exe",BF8825D08BC235F0609CA8BBEF4E179C,470C3E60F9B2B6D83F95C7916A5361E34DEC3471,DF688108336B5E2AC79D652521CAE6F14BC4D450,A5160EF5F4B97E938DA7E956A3331FB66EA3F9EA7E7D8BEEF313F318F2C11B98,1FE7F7C59EC7EAA276739FA85F7DDA6136D81184E0AEB385B6AC9FEAAA8C4394,8419D97ABDFEB6C320F0C39028647572
06/10/2023 18:24,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet,,,"Logon",System-wide,,,,,,,,,,,
27/12/1907 02:03,"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet","SystemPropertiesPerformance.exe",enabled,"Logon",System-wide,"Change Computer Performance Settings","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\systempropertiesperformance.exe",10.0.17763.1,"SystemPropertiesPerformance.exe",AB32E55D2DAC9E9427F89D835054F8D7,5ED9658FA4DD4D1EC70157F148D4AE7ABDDE4B66,284D49497AB1D71F4F6AB471A42B322BA185D5A5,E0B8AB13E07B8599AE6187EBAE82422D6D9AC879C2264DE3E8E32D1A816A6340,357BDAD469524CDF42680FF44E17CE41C64B38872C4F55E89DE0560FBD003693,835402499FB5903791DBBE73881263B5
15/09/2018 08:34,HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls,,,"Known DLLs",System-wide,,,,,,,,,,,
17/02/1923 00:19,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","_wow64cpu",enabled,"Known DLLs",System-wide,"AMD64 Wow64 CPU ","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wow64cpu.dll",10.0.17763.1,"wow64cpu.dll",F4F4B38D0ECB0EA465DFA1244BE8D7CD,7F21198184C374F0CFF27DA7042E2B58D0FC79C2,C5DD50D27989105F3F87EF74774DF152FF5B48DF,BF628A65322AF96C0BCD8C45D41473B17E97CB0D710E82E37B85D530ECC9E899,A9809B5ED6920B8B28ABF0F7B3904AAA19A6EA661F10E5C66A952F5D74516CEB,C22B977BE4BF67B1A723DD49BCC47668
,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","_wowarmhw",enabled,"Known DLLs",System-wide,"",,"","c:\windows\system32\wowarmhw.dll",,"wowarmhw.dll",,,,,,
,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","_xtajit",enabled,"Known DLLs",System-wide,"",,"","c:\windows\system32\xtajit.dll",,"xtajit.dll",,,,,,
26/01/1928 08:23,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","advapi32",enabled,"Known DLLs",System-wide,"Advanced Windows 32 Base API","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\advapi32.dll",10.0.17763.1,"advapi32.dll",14FBF8BA6DF05FCDB75F5E981C2B031A,A464866C10BECA28884E801E5E60E4CF17D225A1,83778E25C21407033EFB752536BD868587D3C7E7,35C76E1E6979F82561EA4C4F53146C11E5A4A6246D79ADB3111D3BE90DF68E19,FAE7F170429952777D45641E68F4E0B8E5CE31A38159179CB17B2CB84D8E63F0,3A220E81F7BE6E007402D394DD374042
31/08/1924 19:38,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","clbcatq",enabled,"Known DLLs",System-wide,"COM+ Configuration Catalog","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\clbcatq.dll",2001.12.10941.16384,"clbcatq.dll",12112113BDFAF0CC03517604440217D5,55EF35D19CEEBB6D38BD788FF7D29438478E93C9,72E8A844E978DBFE7A163D8AC1E74D5F38565A56,92DABEACE6059CE01A3F2B76DEAA8C2ED1502B87976C515972AF548B0C6B298F,C5D4F3DFA14DEABD6A845E6F0B04C39A9A539C1A4D6C71B25943EB9BF9C9A3F5,3773D947C51AA49608827241D89C54A6
27/04/1971 21:29,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","combase",enabled,"Known DLLs",System-wide,"Microsoft COM for Windows","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\combase.dll",10.0.17763.253,"combase.dll",6C28951826CB3339A320224696688F27,F7CE5581D8AC74DF9E5989888AFC7C9939F35890,D37DFDA025042335F79D9B9FA8E0F9BED93271BD,81C4829EEFD4B9653901B70C7A619ED720CA3C17BB7E08B6A097EE3C26ECF181,F6D07C7F44008525F4FB91A9387659C21D421D59A000708CBB34C132F6208F02,7117F4043981AA2E9DE8A19753CE2D48
08/11/1982 12:01,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","COMDLG32",enabled,"Known DLLs",System-wide,"Common Dialogues DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\comdlg32.dll",10.0.17763.1,"COMDLG32.dll",34DCFB57777F1FA6FFDA6E266A3D6D93,E26D22A8F4F1A811ADCD599CC24F93327664B6D0,81CBD288BE8B6F9061DA8AA7DBE44934C53304A8,2186BC3D2D6045E7F55163232285EBCDC54274A550DA94E12EDB79833ACE3121,B299F2BEF08CD1404D79B166AA2DAD42396CB78B21E91536691886F3274A3356,DB62EC48DE1FC487C23FC9EDAA18211F
07/08/1936 21:53,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","coml2",enabled,"Known DLLs",System-wide,"Microsoft COM for Windows","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\coml2.dll",10.0.17763.134,"coml2.dll",6F432A26C3998A0BE71916955F0F29B8,B9DB3468D10E5477D085828C8B96E1E8972E3887,23C236C030F81457603EA696C0C2E7CB343AB80C,A6F94842BF5C9985F1EC1B7240FFB867C42A2D59D53F682EA36E259DB19E1BA8,F3E3BDF50B9E54A1449BE0DA21600C371082804A5EEB937A6BC8D97A1F73781F,1FE1FE2F50E729B0D85BF2185AF05AB7
03/04/1981 08:10,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","DifxApi",enabled,"Known DLLs",System-wide,"Driver Install Frameworks for API library module","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\difxapi.dll",2.1.0.0,"difxapi.dll",453866E559F1E327981D2404A107225C,2E34BFB473991C486E6622DB364135203FD803C2,154E87B0AA5DA23F53DBBDC38D63FDC24BD0BEAC,DA7201369101DF2AD4AC23145DD3DEA7002BFF0515FF243403DDE4EB4129BCD1,F2086B3BA8E8DB1DEE9919B2BCD768C93C71CADDEF78041848939D661B865C14,C0EE09890E89A53ECDC6CD9E15BCE97E
23/07/1924 11:10,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","gdi32",enabled,"Known DLLs",System-wide,"GDI Client DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\gdi32.dll",10.0.17763.1,"gdi32.dll",00B22901A8C6D1C67DD7B0E2D63763AB,EEDF13EBE22B20B3E80DE4D2A50E3FD079F1B587,484A18DEEF03201A6515BE4C407F6F39DC9B5B45,771FF6F6B5E4E6048DE33EA8E559C333DE3EAA6A7D01B1742D225CCFCED91A7E,9E349F813AF29D06EAB70B2D5C547762A101E0C6924C4FE69D52E596E0EE44F7,6DBCD40051D79D9B57578F5160262462
29/01/1976 11:03,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","gdiplus",enabled,"Known DLLs",System-wide,"Microsoft GDI+","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\gdiplus.dll",10.0.17763.379,"gdiplus.dll",DC1B262B6173C621144181FD655F8965,6E29FD38C13750C2400D0FF9FEA5A064216E44CC,00EB5DA452D051F5D4A4024DDA7B11DC028E8B05,59CD851D79EA1E4463C5A6B1DE0EFE89833FFBC6D57F630CD9092A167B11D597,EDA4F82AAAE27E18A1EB6968E37BFB0CE28C79A1CB337ACC336546120B1FBB08,698AE8938BCF28A4E7C04BA913038601
22/06/1970 05:25,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","IMAGEHLP",enabled,"Known DLLs",System-wide,"Windows NT Image Helper","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\imagehlp.dll",10.0.17763.1,"IMAGEHLP.dll",68ABA37C3B6EB6E27BCE6493AD690396,D6D3CC53A777D557486C30EE763F2199EA3E8E86,1EA4DD19076D46E13B18CF1A0420A7800E8DA0B4,0EC73D69E4407FB838D62FFEEB4001C800765001D05AD3E6AA0C842A668D3D45,F1A9EE9CC8C07289C2214F734B1566F9783A6E3CC93AE371B3280AA883F7ECC3,7226C4850B3DADB088A0477DECF8E9FB
14/12/2026 23:40,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","IMM32",enabled,"Known DLLs",System-wide,"Multi-User Windows IMM32 API Client DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\imm32.dll",10.0.17763.1,"IMM32.dll",A5CF51E5938BC3B36F035678EADFFAD3,23D5E7B79893CAB4A777D9CE48A4DDF6B9168408,51497AFED4C248F312DA9D2CE69F942B33A1672D,2AAF28F0C2A26CAECD1E509CD3CE81F3B546A63CB3994E7FDC1D0B794C550FB7,78973633CEAC4EFC9273534ABA95C45FCC2120FDC76DAE23A6A44D169EEDEAEA,24F54B6761C10BA12481CF6C780605BF
03/07/1932 06:28,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","kernel32",enabled,"Known DLLs",System-wide,"Windows NT BASE API Client DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\kernel32.dll",10.0.17763.379,"kernel32.dll",53D9F3BB592D584BC119C6AF16E7575B,0C6EFB97176F0FDB7219C56F7D8611774F0B3F76,5BAC722CDF58A0323D96FE7BDACF8AD314CFDEDE,C6B3CF66DC667D066E4D6381E22D93BE58689B0400FB9241C1D1F2942D1A4230,BE2592B5CBDE9E7AB08A6B86A5CC5B626C803D0DA9D2A5947E6FE8919AAC45A2,5A2DEBB2344B5D6D1E742B407695A348
19/06/2029 14:57,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","MSCTF",enabled,"Known DLLs",System-wide,"MSCTF Server DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\msctf.dll",10.0.17763.348,"MSCTF.dll",317EE91ACB99A10485C38CEF56417839,D6799264897DE7EC2C88C97832814FCC0798294E,0694DB8D3DE30C439F94570C45262DCD7D5F682A,40262E55CDC624BB02C1B2E99976D58A7D93A984B3E20985D7E1DE741ADCB8D7,8152A4FB10D109C8AF61D0FA7D0FEF87B12E0EE183ACB9C02FF2C1F0A24F8E28,850C9A340D86B4618915FF54FDDFD8D6
23/01/1973 10:03,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","MSVCRT",enabled,"Known DLLs",System-wide,"Windows NT CRT DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\msvcrt.dll",7.0.17763.1,"MSVCRT.dll",9B2B0E1D4965C3C6C9E699A9F6738FFB,C29EC349D445DAF592D84C26B95B0AE60E569D3E,D456FED148B9252742DCC461294747027135B0E2,30B969C96352C536C697CD39F567FCC6FAEEA12BD5CD7F4556D973BDBE3F3FFF,23008F528D0039B3590E54246A9A332F66EF691E207B1221F8C2F0B19F9B85ED,1273683626EBBA703979F188A1E64237
22/01/1987 22:00,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","NORMALIZ",enabled,"Known DLLs",System-wide,"Unicode Normalization DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\normaliz.dll",10.0.17763.1,"NORMALIZ.dll",C606984BA4C7201B6DA39F17B548DB79,D57A551C4125989816D77FDEBD591ACBFC3F242A,A54B6C34EB6B93A1A3754ED0C45DF4BBADC0D1F6,C6669D08BAE05E2FF8ED5C6CEB0577DF85B4B3413C9190279461262067ABFE9C,DC4193318D2AAFC20C3DF8E5848800426836AAB78A831AB7915EE7AEB4030E3B,
16/04/2035 16:29,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","NSI",enabled,"Known DLLs",System-wide,"NSI User-mode interface DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\nsi.dll",10.0.17763.1,"NSI.dll",4E68997189FD4655EE566A1C5DD74419,E7036FFE39F795DB5A4DE655D25C36E380D3941F,38BBD9E10AEB67513D3331A87952D496CE9F92A4,C26B30814E2BB0D83F1FA57F640E5237394F2A32F0522C3AD14BDF65BD8F580B,28176CB9C7E4436BDD29C5CAACB82EF981AEA4DC5780B46A272FD12A96720B97,DEFB8C5BB37FCD63DC790B55724FDE42
10/03/2008 07:48,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","ole32",enabled,"Known DLLs",System-wide,"Microsoft OLE for Windows","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\ole32.dll",10.0.17763.134,"ole32.dll",D77AFFFFADCE023AA3B8E9AAD2759A99,6D6CE9EE55F85FE59825FA1DCD28C4925F8D2842,070E2297E5A378C4DB8DD743348CCB55615C8915,2AF3DA1112DC5BC200E94D41A7AC2A6BABEF393C64CAB273AC7D1180EFBBC9B5,BEAD3AC7A1903269DB4D0C06FD5C62396BF5724D3F12BD266C24E732F643FBBD,6CD38B8F8C1F27CB46F8B55A9F7237A6
04/03/1931 01:16,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","OLEAUT32",enabled,"Known DLLs",System-wide,"OLEAUT32.DLL","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\oleaut32.dll",10.0.17763.292,"OLEAUT32.dll",CC734B06EDE8AE3B463B606173947907,276471727C5C4D16CEC1066397B73D7B32F7FEBD,1BF58E0E3B6CAE88CBFEB85E4FEA8DA5ABCF518C,D6E06C446334176821862AD1804AA855DD9992412801EEE3BDD281760AAB5071,ED51B159E7DFA7393A793AA0C5A582BD07A8D228720E1311C56227BDC9881301,673863E672738B26BF053C59E8E77848
18/02/2006 22:20,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","PSAPI",enabled,"Known DLLs",System-wide,"Process Status Helper","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\psapi.dll",10.0.17763.1,"PSAPI.DLL",07A2782251672AC335122A8BD0F498F1,FB04164446AED512D628D35E1BB8408D44A30E0C,A7D761E05F8E2585E77560F71336BE5E5C6259BE,6E3C7562C94491C54579580FCF8B800769B05687E103EB8B70DFA4F7643DD741,10B640AEEB310263D5418F65EC05E6127F2C224C0AC837E71816D03DB207C510,A19426362F5443C7159B76FBEAFD171F
14/09/1991 20:04,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","rpcrt4",enabled,"Known DLLs",System-wide,"Remote Procedure Call Runtime","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rpcrt4.dll",10.0.17763.379,"rpcrt4.dll",0D57C7C8C3E2618D64D9A7E266E95B09,4449C6343243D31C59AE8F99CFD644FB9CA05DF0,B383134BF57D677B0AAD85C69C5731FF50418A81,E1E14006FDD1C5C6E975BD606FF2A7212BDEDAA509396ADD4F5F37921560400F,C860803175E77C1A627C25153ADD4DC83C96866B16445D47E26B012851CF8CF4,88E7E7C7FA90052EC162DD37F2B7C7BD
22/08/2036 05:08,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","sechost",enabled,"Known DLLs",System-wide,"Host for SCM/SDDL/LSA Lookup APIs","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\sechost.dll",10.0.17763.1,"sechost.dll",CEDD2C232AA5F18C7917497361E76F61,0B6AD6BCFEA7C2FFE6A96C9D3D6973E4DF9CF0B9,E8447A499162A1286833A8987CB9994749399D88,BBC3ED528327CCC149016858B69C3580029B08D1741ABEE8DBB87D374D67F671,1690C0AF6E6AA9925AC75DA610053AEB50F060A872A702F8F97AF3B5B79CFA7B,5F0CBFA31042EAEC032DAB6F4E97C1FD
25/10/1939 09:26,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","Setupapi",enabled,"Known DLLs",System-wide,"Windows Setup API","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\setupapi.dll",10.0.17763.292,"Setupapi.dll",6E76CF61D57568EE3A5A467F38C8DD80,52DEF5288F237A44C8DA3B0A91E5B014011FB95A,2204302E10BE6A49BC5FA22485A3C9F71D394625,21C4E213C1173AA9EBB9A0FCDC144B93D9FE9F5529520932570BCB904C4A8E7D,C2B9EDB063F56E0F6A5817BB84A102EA98EB3BDA38CE0A52692B6DC3F3F68101,3941BDCD7DAA10BF2E5702D2F85F9912
21/10/1915 13:56,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","SHCORE",enabled,"Known DLLs",System-wide,"SHCORE","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\shcore.dll",10.0.17763.1,"SHCORE.dll",CABC32218756D2FE73DA9D343D676729,B194882A00A17DE4DA50B8D7FAAFBEE25A845DD2,05C0DEB7689D7AABCCEB42FA1F36F76A48855CA9,5D2B4D7765A3FE03D39D8FF55779C47E423F5BBC14F632280ADEDF785D39D7C7,462083FAF17D701F8F337B73F09A60A8CB0643AED8B050873B45B73BCA4D7486,2C4CB476A1713ADF312799FAB977C9E4
14/05/2026 07:18,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","SHELL32",enabled,"Known DLLs",System-wide,"Windows Shell Common Dll","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\shell32.dll",10.0.17763.348,"SHELL32.dll",01CE3FDC3AAF5E7E6B43378899AB3953,B7099FA45FFBD3E3397CDBC43FCD6675C0E9D3BB,75F9D493A9ED5329E641EAB180B086BD3E6E051E,621BDAE52073DC678916588419AD3F2710AEA66579ACBBE53D8291ED1CB26435,7C1C2A7E638E9E2EDDD378932169C2F8DD2CC530CD941D8E1FEFADD9DAC5D31F,1660DD1A4B6344B5D3253DBB56EAAA06
04/12/2005 11:47,"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","SHLWAPI",enabled,"Known DLLs",System-wide,"Shell Light-weight Utility Library","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\shlwapi.dll",10.0.17763.1,"SHLWAPI.dll",ECA7D40680C32FD41FB7A1B30AA5E114,85FDBDC375DF5136A3854C5446CDD846F139ECE7,6CAB8AD429D577E546536CBBDDC202732BAD934A,52F5E967081374F876FFCC8E9F9E7DBAC5D254DE65C6034D72574489C7DE0261,F9BA12ACCE850AFFC6C9F1EC81568A57DE50C0B7317B4C4C3955A0CA8F707B25,6659A49ABF33952444C5A7FA22FD9032
