system,driver_file,driver_base,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","\SystemRoot\system32\drivers\filecrypt.sys","0xFFFFF8064A280000","C:\Windows\system32\drivers\","filecrypt.sys","60416","0x20","ARCHIVE","2018-09-15T07:28:22Z","2023-10-06T17:44:22Z","2018-09-15T07:28:22Z","Microsoft Corporation","Windows sandboxing and encryption filter","10.0.17763.1 (WinBuild.160101.0800)","filecrypt.sys","&#169; Microsoft Corporation. All rights reserved.","filecrypt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d64f99dd8480935cda61adc66c81fe87","a97fb4a8de528bca6728a6eaf1f15bb090472977","b6db41fb3d863c53e92baf60dd6ced702c29594f66673582da986e7648080e3e"
"CrowdResponse","\SystemRoot\system32\drivers\tbs.sys","0xFFFFF8064A2A0000","C:\Windows\system32\drivers\","tbs.sys","28472","0x20","ARCHIVE","2018-09-15T07:28:25Z","2023-10-06T12:43:30Z","2018-09-15T07:28:25Z","Microsoft Corporation","Export driver for kernel mode TPM API","10.0.17763.1 (WinBuild.160101.0800)","TBS.SYS","&#169; Microsoft Corporation. All rights reserved.","TBS.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","218b208f753fc7411787d33c0e4d76bd","4b3dce57a0a8b9e6af88d5ca435ff6c6b8a8779e","336b7edfc2dea526dbc0ff3166deb52836dae421f9b9792434a70859d0a31685"
"CrowdResponse","\SystemRoot\System32\Drivers\Null.SYS","0xFFFFF8064A2B0000","C:\Windows\System32\Drivers\","Null.SYS","7168","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:44:25Z","2018-09-15T07:28:46Z","Microsoft Corporation","NULL Driver","10.0.17763.1 (WinBuild.160101.0800)","null.sys","&#169; Microsoft Corporation. All rights reserved.","null.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","eccccec473e9bb8778e6bd0dc5eda2b8","865e34d12cab4ddaf7a49abd64f4e59b4422d3eb","732c714dd5588e5cdacc6980044d2a66a28c42b0d5208ac2ffbac5d64be95568"
"CrowdResponse","\SystemRoot\System32\Drivers\Beep.SYS","0xFFFFF8064A2C0000","C:\Windows\System32\Drivers\","Beep.SYS","10240","0x20","ARCHIVE","2018-09-15T07:28:44Z","2023-10-06T17:44:20Z","2018-09-15T07:28:44Z","Microsoft Corporation","BEEP Driver","10.0.17763.1 (WinBuild.160101.0800)","beep.sys","&#169; Microsoft Corporation. All rights reserved.","beep.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b02c098721c7a12c959e16850641f783","c8d70efd7171e90925aeb0d176ce4a7b88433151","93283b4ddbcc56b823de99df75302e2f418757abda3978efc7541662145929c2"
"CrowdResponse","\SystemRoot\system32\DRIVERS\vmrawdsk.sys","0xFFFFF8064A2D0000","C:\Windows\system32\DRIVERS\","vmrawdsk.sys","65344","0x20","ARCHIVE","2020-11-06T12:30:02Z","2023-10-06T17:44:28Z","2020-03-30T15:42:32Z","VMware, Inc.","VMware Raw Disk Helper Driver","1.1.5.0","vmrawdsk.sys","Copyright &#169; 1998-2019 VMware, Inc.","vmrawdsk.sys","VMware Raw Disk Helper Driver","1.1.5.0 build-14169150","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","b8e6f5063206fcdf0f365f2fb9faf327","8d70c1db078cf9b10daefa1d2d282d2b102dd93c","d9147e929b1998a021466e25b5f56dacbb56168994ebabc4e6696f785b769507"
"CrowdResponse","\SystemRoot\System32\drivers\dxgkrnl.sys","0xFFFFF8064B710000","C:\Windows\System32\drivers\","dxgkrnl.sys","3378488","0x20","ARCHIVE","2019-03-12T06:33:10Z","2023-10-06T17:44:21Z","2019-03-12T06:33:10Z","Microsoft Corporation","DirectX Graphics Kernel","10.0.17763.379 (WinBuild.160101.0800)","dxgkrnl.sys","&#169; Microsoft Corporation. All rights reserved.","dxgkrnl.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","1c98bcef46373c1d9480230769e061a0","e486854bc92bb09a6f0f8faac3d8b6ffeabe959b","7c77d48ed1e0d522fe7863a9101906da42ba2278e4ac16dd8b6dc3c7e8e92f36"
"CrowdResponse","\SystemRoot\System32\drivers\watchdog.sys","0xFFFFF8064BA50000","C:\Windows\System32\drivers\","watchdog.sys","63488","0x20","ARCHIVE","2018-09-15T07:28:32Z","2023-09-20T10:23:42Z","2018-09-15T07:28:32Z","Microsoft Corporation","Watchdog Driver","10.0.17763.1 (WinBuild.160101.0800)","watchdog.sys","&#169; Microsoft Corporation. All rights reserved.","watchdog.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","dc3eef7ac28a107fabc987a198433d30","ccf41dfffc36d16c66daabe30365276ae9127f22","b7973547ff1746fb767ad7f34961e773ca12b81cd1db7a701bc2a9171ebb51f9"
"CrowdResponse","\SystemRoot\System32\DriverStore\FileRepository\basicdisplay.inf_amd64_5103ac179273be89\BasicDisplay.sys","0xFFFFF8064BA70000","C:\Windows\System32\DriverStore\FileRepository\basicdisplay.inf_amd64_5103ac179273be89\","BasicDisplay.sys","68096","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:20Z","2018-09-15T07:28:18Z","Microsoft Corporation","Microsoft Basic Display Driver","10.0.17763.1 (WinBuild.160101.0800)","BasicDisplay.sys","&#169; Microsoft Corporation. All rights reserved.","BasicDisplay.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5d97e67baa0ee0aa78edde8be78344b6","ad12015d4f1002013c18936effbc0fdeb7190666","61cf7558f62b88339a2202eff3b9dcc12950348e279d586deeb2d6113b59c12f"
"CrowdResponse","\SystemRoot\System32\DriverStore\FileRepository\basicrender.inf_amd64_0b8d03c3bc0e7fd9\BasicRender.sys","0xFFFFF8064BA90000","C:\Windows\System32\DriverStore\FileRepository\basicrender.inf_amd64_0b8d03c3bc0e7fd9\","BasicRender.sys","37376","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:20Z","2018-09-15T07:28:18Z","Microsoft Corporation","Microsoft Basic Render Driver","10.0.17763.1 (WinBuild.160101.0800)","BasicRender.sys","&#169; Microsoft Corporation. All rights reserved.","BasicRender.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5da606023922a06b1c4160761edf5af3","d18fb6e07248e83842420c34a87e588e1b72567c","0e11fb7e192010d92c18d3a7a4bee947b65099e05d92c94415785513fe284365"
"CrowdResponse","\SystemRoot\System32\Drivers\Npfs.SYS","0xFFFFF8064BAB0000","C:\Windows\System32\Drivers\","Npfs.SYS","78336","0x20","ARCHIVE","2019-03-12T06:33:12Z","2023-10-06T17:44:25Z","2019-03-12T06:33:12Z","Microsoft Corporation","NPFS Driver","10.0.17763.379 (WinBuild.160101.0800)","npfs.sys","&#169; Microsoft Corporation. All rights reserved.","npfs.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","23d117887c338a4f658a3b88e1d2c1d7","5cb010c52232e0e21646123fd918054fa6568cff","d3212c5460d52f4ec0cd22d1413b7c73d3c78acf377aa7df34a4c609c0a772ec"
"CrowdResponse","\SystemRoot\System32\Drivers\Msfs.SYS","0xFFFFF8064BAD0000","C:\Windows\System32\Drivers\","Msfs.SYS","33792","0x20","ARCHIVE","2019-03-12T06:33:12Z","2023-10-06T17:44:24Z","2019-03-12T06:33:12Z","Microsoft Corporation","Mailslot driver","10.0.17763.379 (WinBuild.160101.0800)","MSFS.SYS","&#169; Microsoft Corporation. All rights reserved.","MSFS.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","00361dcd0ef37cef45687eee27ef976c","198682ca68713939989445db98ddf2e572c23f70","7f2b7fc17cd1ba4103d88bb0719658597ab0e5e793b6f6b5a7d952e21f3f1c5a"
"CrowdResponse","\SystemRoot\system32\DRIVERS\tdx.sys","0xFFFFF8064BAF0000","C:\Windows\system32\DRIVERS\","tdx.sys","132408","0x20","ARCHIVE","2018-09-15T07:29:13Z","2023-10-06T17:44:27Z","2018-09-15T07:29:13Z","Microsoft Corporation","TDI Translation Driver","10.0.17763.1 (WinBuild.160101.0800)","tdx.sys","&#169; Microsoft Corporation. All rights reserved.","tdx.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","e5ce3388a455ed80480eae3a8add53a9","8341bf01b879bffac9f26033e67d516f0ee74b3a","91dcad9eac504c893fdb73ecd7af38c1a40f295d4a388e91d74f3f6b7eb4fbaf"
"CrowdResponse","\SystemRoot\system32\DRIVERS\TDI.SYS","0xFFFFF8064BB20000","C:\Windows\system32\DRIVERS\","TDI.SYS","39224","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T12:43:30Z","2018-09-15T07:28:46Z","Microsoft Corporation","TDI Wrapper","10.0.17763.1 (WinBuild.160101.0800)","tdi.sys","&#169; Microsoft Corporation. All rights reserved.","tdi.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","10e10e26125c35fee359b463b3ad30b6","4464a2cddc5c3664bfc4bbda02f1283a49449ee4","5d025c928a8cc8b0d29b2b7698bbedead6c23d3e2d1c82ec011859ba7456060a"
"CrowdResponse","\SystemRoot\system32\drivers\ws2ifsl.sys","0xFFFFF8064BB40000","C:\Windows\system32\drivers\","ws2ifsl.sys","24576","0x20","ARCHIVE","2018-09-15T07:28:26Z","2023-10-06T17:44:29Z","2018-09-15T07:28:26Z","Microsoft Corporation","Winsock2 IFS Layer","10.0.17763.1 (WinBuild.160101.0800)","ws2ifsl.sys","&#169; Microsoft Corporation. All rights reserved.","ws2ifsl.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c4229eda839055dab514f74d3860c23e","03910453d77fd9b3f65c69dffb6e70ee01603dba","95dd0d2ec46bfdc1523b96396e8c85643871d5b14ddd384ff074e9317ff9fbbd"
"CrowdResponse","\SystemRoot\System32\DRIVERS\netbt.sys","0xFFFFF8064BB50000","C:\Windows\System32\DRIVERS\","netbt.sys","301568","0x20","ARCHIVE","2018-09-15T07:28:55Z","2023-10-06T17:44:25Z","2018-09-15T07:28:55Z","Microsoft Corporation","MBT Transport driver","10.0.17763.1 (WinBuild.160101.0800)","netbt.sys","&#169; Microsoft Corporation. All rights reserved.","netbt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","717fc248242bdcbb3b8159b8098bd34f","9e59ece8fe165a632b288ecb81e6d2c45a53a399","eaf8a0e9418e225ec52cc5920ec712e20dd77c93a75b99b79db4c38879cf2925"
"CrowdResponse","\SystemRoot\system32\drivers\afunix.sys","0xFFFFF8064BBB0000","C:\Windows\system32\drivers\","afunix.sys","40960","0x20","ARCHIVE","2018-09-15T07:28:55Z","2023-10-06T17:44:20Z","2018-09-15T07:28:55Z","Microsoft Corporation","AF_UNIX socket provider","10.0.17763.1 (WinBuild.160101.0800)","afunix.sys","&#169; Microsoft Corporation. All rights reserved.","afunix.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5194bf2feda9f6be6f7691eda1f910de","b77df1c0a28667bae2e12044b10eca3b68ed048f","c4de61be40bf51f07fe79e840bbf57a7acbe4d0e14c5fc914a03640feb58b725"
"CrowdResponse","\SystemRoot\system32\drivers\afd.sys","0xFFFFF8064AE00000","C:\Windows\system32\drivers\","afd.sys","655160","0x20","ARCHIVE","2019-03-12T06:33:18Z","2023-10-06T17:44:20Z","2019-03-12T06:33:18Z","Microsoft Corporation","Ancillary Function Driver for WinSock","10.0.17763.1 (WinBuild.160101.0800)","afd.sys","&#169; Microsoft Corporation. All rights reserved.","afd.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","5499cb2550e1b8d38314d19578f55b0e","7c381dc839e47ea4fe8dbeb1533b572cbdbe4db4","a3bd8181b9219a32747c50f8f80f5f9eceebc52dd44e8dbf58fc4fec1d6f8f89"
"CrowdResponse","\SystemRoot\System32\drivers\vwififlt.sys","0xFFFFF8064AEB0000","C:\Windows\System32\drivers\","vwififlt.sys","78336","0x20","ARCHIVE","2018-09-15T07:28:24Z","2023-10-06T17:44:28Z","2018-09-15T07:28:24Z","Microsoft Corporation","Virtual WiFi Filter Driver","10.0.17763.1 (WinBuild.160101.0800)","vwififlt.sys","&#169; Microsoft Corporation. All rights reserved.","vwififlt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","510865271fda73ace622a4e74cedc32e","303415c604555b377fecbed141f6b5437449e5a1","525aaa9844c22dead5cd195c931cb67c32dfe6d4f61c14520d8e69d01e2723c5"
"CrowdResponse","\SystemRoot\System32\drivers\pacer.sys","0xFFFFF8064AED0000","C:\Windows\System32\drivers\","pacer.sys","159744","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:44:25Z","2018-09-15T07:28:36Z","Microsoft Corporation","QoS Packet Scheduler","10.0.17763.1 (WinBuild.160101.0800)","pacer.sys","&#169; Microsoft Corporation. All rights reserved.","pacer.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","14d167238a8c42ea8e951a5a956def42","e8e112d765cd47f845b8bab691348fcee0bc57e6","91c1406818442d9c3c4cef8c908defd49c213d86489782722b5e17a90f8b2136"
"CrowdResponse","\SystemRoot\system32\drivers\netbios.sys","0xFFFFF8064AF00000","C:\Windows\system32\drivers\","netbios.sys","64528","0x20","ARCHIVE","2018-09-15T07:28:56Z","2023-10-06T17:44:25Z","2018-09-15T07:28:56Z","Microsoft Corporation","NetBIOS interface driver","10.0.17763.1 (WinBuild.160101.0800)","NETBIOS.SYS","&#169; Microsoft Corporation. All rights reserved.","NETBIOS.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","1680bbf697c0f93857131292c134a99f","8290bcb14e0d9d11f54f1191bf9dca421ed99694","defc40cc24af488e404e40e908578f4cf8efa928c05eec54e7610c43fc79091e"
"CrowdResponse","\SystemRoot\system32\DRIVERS\rdbss.sys","0xFFFFF8064AF20000","C:\Windows\system32\DRIVERS\","rdbss.sys","453944","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:25Z","2019-03-12T06:33:19Z","Microsoft Corporation","Redirected Drive Buffering SubSystem Driver","10.0.17763.1 (WinBuild.160101.0800)","rdbss.sys","&#169; Microsoft Corporation. All rights reserved.","RDBSS.Sys.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","2abd0f06a26ecc265113100745c66ed5","04780a577b8041ab57a556c634ee34f82fbbc920","8eb2bda496129cef95e1e11cdb20d0bc3b13e1ab637039961b6361c3fca11614"
"CrowdResponse","\SystemRoot\system32\drivers\csc.sys","0xFFFFF8064AFA0000","C:\Windows\system32\drivers\","csc.sys","579072","0x20","ARCHIVE","2018-09-15T07:38:57Z","2023-10-06T17:44:21Z","2018-09-15T17:41:00Z","Microsoft Corporation","Windows Client Side Caching Driver","10.0.17763.1 (WinBuild.160101.0800)","csc.sys","&#169; Microsoft Corporation. All rights reserved.","CSC.Sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","92af73fae4f0d3e95ade69c45caf5022","4be65b3ac05561972c612296f4db97427b69d35b","91e70c07715cad041b27b7de60d9719436694714b44e84c02c2dfab761bbdb7d"
"CrowdResponse","\SystemRoot\system32\drivers\nsiproxy.sys","0xFFFFF8064B040000","C:\Windows\system32\drivers\","nsiproxy.sys","47104","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:44:25Z","2018-09-15T07:28:45Z","Microsoft Corporation","NSI Proxy","10.0.17763.1 (WinBuild.160101.0800)","nsiproxy.sys","&#169; Microsoft Corporation. All rights reserved.","nsiproxy.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7782d0beef87bff841b5684e3fbcac1b","9333fd0c46677dac6c7d5487ab744bcf1fc1edcf","ea0a9643b158cb56d2de74ad61b49e82e0c71e96393797b891fa5e5985e0e120"
"CrowdResponse","\SystemRoot\System32\drivers\npsvctrig.sys","0xFFFFF8064B060000","C:\Windows\System32\drivers\","npsvctrig.sys","27136","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:25Z","2018-09-15T07:28:19Z","Microsoft Corporation","Named pipe service triggers","10.0.17763.1 (WinBuild.160101.0800)","npsvctrig.sys","&#169; Microsoft Corporation. All rights reserved.","npsvctrig.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","720633286ca7e9e1fd1456338317ad8a","e014967a42c02a906cb56d158454607cd79dbb15","9b89ee13a9d6b1cc36b0ecf874dcfb0d40222414adf7a8589c4edd978210a6ed"
"CrowdResponse","\SystemRoot\System32\drivers\mssmbios.sys","0xFFFFF8064B070000","C:\Windows\System32\drivers\","mssmbios.sys","45880","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:24Z","2018-09-15T07:28:18Z","Microsoft Corporation","System Management BIOS Driver","10.0.17763.1 (WinBuild.160101.0800)","smbios.sys","&#169; Microsoft Corporation. All rights reserved.","smbios.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","6ee73a7918bc1ec7efac4a32dcfc8b13","ac55093d05a5aa56ddc28b6adcc4f08e46e3409c","63f2057bb327c2fa3dd1b06b09e66f61f991a6d3dcb23ac8908f8e677a39232b"
"CrowdResponse","\SystemRoot\System32\drivers\gpuenergydrv.sys","0xFFFFF8064B090000","C:\Windows\System32\drivers\","gpuenergydrv.sys","8704","0x20","ARCHIVE","2018-09-15T07:28:22Z","2023-10-06T17:44:22Z","2018-09-15T07:28:22Z","Microsoft Corporation","GPU Energy Kernel Driver","10.0.17763.1 (WinBuild.160101.0800)","gpuenergydrv.sys","&#169; Microsoft Corporation. All rights reserved.","gpuenergydrv.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","fb0b8778a55ed71728d28e9b3889a11e","cf54094d9f463d7d8d681869c10bf37637ff65cf","cdcbdcb961632c003a6b449c48bf94afb265cbbd38c50fb51f476a2149c16002"
"CrowdResponse","\SystemRoot\System32\Drivers\dfsc.sys","0xFFFFF8064B0A0000","C:\Windows\System32\Drivers\","dfsc.sys","151040","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:44:21Z","2018-09-15T07:28:46Z","Microsoft Corporation","DFS Namespace Client Driver","10.0.17763.1 (WinBuild.160101.0800)","dfsclient.sys","&#169; Microsoft Corporation. All rights reserved.","dfsclient.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c7e85eedbc05491ff1cdd3aca98fa1de","cc6957482c045b899a8d3ebea827410815757cae","00b5aa11d450f1bc58ad94e583b281747ba5a3106345309a5e4cbca5ea139be6"
"CrowdResponse","\SystemRoot\System32\Drivers\fastfat.SYS","0xFFFFF8064B0F0000","C:\Windows\System32\Drivers\","fastfat.SYS","419128","0x20","ARCHIVE","2019-03-12T06:33:02Z","2023-10-06T17:44:21Z","2019-03-12T06:33:02Z","Microsoft Corporation","Fast FAT File System Driver","10.0.17763.379 (WinBuild.160101.0800)","fastfat.sys","&#169; Microsoft Corporation. All rights reserved.","FastFAT.Sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c276166081a0e473e2848b46ebc0ae15","000facacfb8450eb7729c04f41fa5cdf235d31cc","3c261831ea0d7efa49aefe5ebedbc6964b60b19aab25ba5aa935acbaa0b1e71b"
"CrowdResponse","\SystemRoot\system32\drivers\bam.sys","0xFFFFF8064B160000","C:\Windows\system32\drivers\","bam.sys","63288","0x20","ARCHIVE","2018-09-15T07:28:29Z","2023-10-06T17:44:20Z","2018-09-15T07:28:29Z","Microsoft Corporation","BAM Kernel Driver","10.0.17763.1 (WinBuild.160101.0800)","bam.sys","&#169; Microsoft Corporation. All rights reserved.","bam.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","e42af3c735efbab61d00b5101190ace8","e924b8e161b07d962132b61ae5bd3543302687b2","a2088b36ccf6e28e072c471e635cab153f6d889b41e25642f8943c1a32a54f28"
"CrowdResponse","\SystemRoot\system32\DRIVERS\ahcache.sys","0xFFFFF8064B180000","C:\Windows\system32\DRIVERS\","ahcache.sys","288256","0x20","ARCHIVE","2018-09-15T07:28:52Z","2023-10-06T17:44:20Z","2018-09-15T07:28:52Z","Microsoft Corporation","Application Compatibility Cache","10.0.17763.1 (WinBuild.160101.0800)","ahcache.sys","&#169; Microsoft Corporation. All rights reserved.","ahcache.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ae0b2fac90c4df325f24a7be70ce5609","963d5bb54352742b411ca1f03538032dd3cfffa3","9089d3f30f23da2d031817cd60615cdc6036ba52e1b0f7656939112ad8c62eb5"
"CrowdResponse","\SystemRoot\System32\drivers\Vid.sys","0xFFFFF8064B1D0000","C:\Windows\System32\drivers\","Vid.sys","519992","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:27Z","2019-03-12T06:32:58Z","Microsoft Corporation","Microsoft Hyper-V Virtualization Infrastructure Driver","10.0.17763.194 (WinBuild.160101.0800)","vid.sys","&#169; Microsoft Corporation. All rights reserved.","vid.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.194","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","eff6a344d0633a443c677e6cfd4cae39","df8c1acaa4c3c77ea13b298a8187ee37a184b932","eb517cb1b820adc06016de7257199e24cc5259c13d9722400d04aecbd54d48d1"
"CrowdResponse","\SystemRoot\System32\drivers\winhvr.sys","0xFFFFF8064B260000","C:\Windows\System32\drivers\","winhvr.sys","86328","0x20","ARCHIVE","2018-09-15T07:29:13Z","2023-09-20T10:23:42Z","2018-09-15T07:29:13Z","Microsoft Corporation","Windows Hypervisor Root Interface Driver","10.0.17763.1 (WinBuild.160101.0800)","WinHvR.sys","&#169; Microsoft Corporation. All rights reserved.","WinHvR.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","d6a5065c892cc1a72826eea5c322a2d6","32f87d1513514e9d5fa271e3ad37e60eddb6c6a1","e779a4f3c7f627ff62ea8e1fb1c5148281e95128d24a312b07b732be52836aaf"
"CrowdResponse","\SystemRoot\System32\DriverStore\FileRepository\compositebus.inf_amd64_e4d35af746093dc3\CompositeBus.sys","0xFFFFF8064B280000","C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_e4d35af746093dc3\","CompositeBus.sys","40960","0x20","ARCHIVE","2018-09-15T07:28:15Z","2023-10-06T17:44:21Z","2018-09-15T07:28:15Z","Microsoft Corporation","Multi-Transport Composite Bus Enumerator","10.0.17763.1 (WinBuild.160101.0800)","compositebus.sys","&#169; Microsoft Corporation. All rights reserved.","compositebus.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7841121e05ee3d540266092a6e86ae77","b768b0599360abb86996461b330962debccc040b","41b0b102769c73694e1bf9d45e59806638591ee9b42f2e1dbf3cfb50d61b5ead"
"CrowdResponse","\SystemRoot\System32\drivers\kdnic.sys","0xFFFFF8064B2A0000","C:\Windows\System32\drivers\","kdnic.sys","24064","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:23Z","2018-09-15T07:28:19Z","Microsoft Corporation","Microsoft Kernel Debugger Network Miniport","6.01.00.0000 (WinBuild.160101.0800)","kdnic.sys","Copyright (C) Microsoft Corporation. All rights reserved.","kdnic.sys","Microsoft Kernel Debugger Network Adapter (NDIS 6.20 Miniport)","6.01.00.0000","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","92dbc56cf0c981aaaaaddeaa6a563e39","bf8acd064c6c9161181108a6a1b4b4451ef05ea5","e4e13d6992d2aacf39461f55d9fd45fe2cc7a4445ca1b72639bfbb716cebc460"
"CrowdResponse","\SystemRoot\System32\drivers\umbus.sys","0xFFFFF8064B2B0000","C:\Windows\System32\drivers\","umbus.sys","56832","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:27Z","2018-09-15T07:28:18Z","Microsoft Corporation","User-Mode Bus Enumerator","10.0.17763.1 (WinBuild.160101.0800)","umbus.sys","&#169; Microsoft Corporation. All rights reserved.","umbus.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","07b0cd801bbf164f36da3ee9f25c721d","4596ff7fcb5c8afb68cfd0f17bbbdc8deb07193d","a8844f880dee54add0cc19486556848a24e7f734aab9bfd392c0dd5aff0909dc"
